timestamp,river_level,rainfall
2026-09-08 11:30:00+00:00,0.372,0.0
2026-09-08 11:45:00+00:00,0.374,0.0
2026-09-08 12:00:00+00:00,0.375,0.0
2026-09-08 12:15:00+00:00,0.375,0.0
2026-09-08 12:30:00+00:00,0.379,0.0
2026-09-08 12:45:00+00:00,0.38,0.0
2026-09-08 13:00:00+00:00,0.382,0.0
2026-09-08 13:15:00+00:00,0.382,0.0
2026-09-08 13:30:00+00:00,0.384,0.0
2026-09-08 13:45:00+00:00,0.386,0.0
2026-09-08 14:00:00+00:00,0.387,0.0
2026-09-08 14:15:00+00:00,0.389,0.0
2026-09-08 14:30:00+00:00,0.39,0.0
2026-09-08 14:45:00+00:00,0.392,0.0
2026-09-08 15:00:00+00:00,0.395,0.0
2026-09-08 15:15:00+00:00,0.396,0.0
2026-09-08 15:30:00+00:00,0.401,0.0
2026-09-08 15:45:00+00:00,0.405,0.0
2026-09-08 16:00:00+00:00,0.408,0.0
2026-09-08 16:15:00+00:00,0.415,0.0
2026-09-08 16:30:00+00:00,0.42,0.0
2026-09-08 16:45:00+00:00,0.426,0.0
2026-09-08 17:00:00+00:00,0.432,0.0
2026-09-08 17:15:00+00:00,0.437,0.0
2026-09-08 17:30:00+00:00,0.442,0.0
2026-09-08 17:45:00+00:00,0.446,0.0
2026-09-08 18:00:00+00:00,0.448,0.0
2026-09-08 18:15:00+00:00,0.45,0.0
2026-09-08 18:30:00+00:00,0.452,0.0
2026-09-08 18:45:00+00:00,0.454,0.0
2026-09-08 19:00:00+00:00,0.455,0.0
2026-09-08 19:15:00+00:00,0.457,0.0
2026-09-08 19:30:00+00:00,0.458,0.0
2026-09-08 19:45:00+00:00,0.46,0.0
2026-09-08 20:00:00+00:00,0.46,0.2
2026-09-08 20:15:00+00:00,0.463,0.0
2026-09-08 20:30:00+00:00,0.463,0.0
2026-09-08 20:45:00+00:00,0.464,0.0
2026-09-08 21:00:00+00:00,0.465,0.0
2026-09-08 21:15:00+00:00,0.465,0.0
2026-09-08 21:30:00+00:00,0.465,0.0
2026-09-08 21:45:00+00:00,0.465,0.0
2026-09-08 22:00:00+00:00,0.465,0.0
2026-09-08 22:15:00+00:00,0.464,0.0
2026-09-08 22:30:00+00:00,0.463,0.0
2026-09-08 22:45:00+00:00,0.463,0.0
2026-09-08 23:00:00+00:00,0.461,0.0
2026-09-08 23:15:00+00:00,0.461,0.0
2026-09-08 23:30:00+00:00,0.458,0.0
2026-09-08 23:45:00+00:00,0.458,0.0
2026-09-09 00:00:00+00:00,0.457,0.0
2026-09-09 00:15:00+00:00,0.456,0.0
2026-09-09 00:30:00+00:00,0.454,0.0
2026-09-09 00:45:00+00:00,0.453,0.0
2026-09-09 01:00:00+00:00,0.451,0.0
2026-09-09 01:15:00+00:00,0.45,0.0
2026-09-09 01:30:00+00:00,0.448,0.0
2026-09-09 01:45:00+00:00,0.446,0.0
2026-09-09 02:00:00+00:00,0.444,0.0
2026-09-09 02:15:00+00:00,0.443,0.0
2026-09-09 02:30:00+00:00,0.442,0.0
2026-09-09 02:45:00+00:00,0.44,0.0
2026-09-09 03:00:00+00:00,0.439,0.0
2026-09-09 03:15:00+00:00,0.436,0.0
2026-09-09 03:30:00+00:00,0.434,0.0
2026-09-09 03:45:00+00:00,0.433,0.0
2026-09-09 04:00:00+00:00,0.431,0.0
2026-09-09 04:15:00+00:00,0.43,0.0
2026-09-09 04:30:00+00:00,0.427,0.0
2026-09-09 04:45:00+00:00,0.425,0.0
2026-09-09 05:00:00+00:00,0.424,0.0
2026-09-09 05:15:00+00:00,0.423,0.2
2026-09-09 05:30:00+00:00,0.421,0.0
2026-09-09 05:45:00+00:00,0.419,0.0
2026-09-09 06:00:00+00:00,0.418,0.0
2026-09-09 06:15:00+00:00,0.416,0.0
2026-09-09 06:30:00+00:00,0.414,0.0
2026-09-09 06:45:00+00:00,0.413,0.0
2026-09-09 07:00:00+00:00,0.412,0.0
2026-09-09 07:15:00+00:00,0.41,0.0
2026-09-09 07:30:00+00:00,0.408,0.0
2026-09-09 07:45:00+00:00,0.407,0.0
2026-09-09 08:00:00+00:00,0.405,0.0
2026-09-09 08:15:00+00:00,0.404,0.0
2026-09-09 08:30:00+00:00,0.403,0.0
2026-09-09 08:45:00+00:00,0.402,0.0
2026-09-09 09:00:00+00:00,0.4,0.0
2026-09-09 09:15:00+00:00,0.399,0.0
2026-09-09 09:30:00+00:00,0.398,0.0
2026-09-09 09:45:00+00:00,0.396,0.0
2026-09-09 10:00:00+00:00,0.396,0.0
2026-09-09 10:15:00+00:00,0.394,0.0
2026-09-09 10:30:00+00:00,0.392,0.0
2026-09-09 10:45:00+00:00,0.392,0.0
2026-09-09 11:00:00+00:00,0.39,0.0
2026-09-09 11:15:00+00:00,0.389,0.0
2026-09-09 11:30:00+00:00,0.388,0.0
2026-09-09 11:45:00+00:00,0.387,0.0
2026-09-09 12:00:00+00:00,0.386,0.0
2026-09-09 12:15:00+00:00,0.385,0.0
2026-09-09 12:30:00+00:00,0.383,0.0
2026-09-09 12:45:00+00:00,0.382,0.0
2026-09-09 13:00:00+00:00,0.382,0.0
2026-09-09 13:15:00+00:00,0.38,0.0
2026-09-09 13:30:00+00:00,0.38,0.0
2026-09-09 13:45:00+00:00,0.377,0.0
2026-09-09 14:00:00+00:00,0.377,0.0
2026-09-09 14:15:00+00:00,0.377,0.0
2026-09-09 14:30:00+00:00,0.376,0.0
2026-09-09 14:45:00+00:00,0.375,0.0
2026-09-09 15:00:00+00:00,0.373,0.0
2026-09-09 15:15:00+00:00,0.372,0.0
2026-09-09 15:30:00+00:00,0.371,0.0
2026-09-09 15:45:00+00:00,0.37,0.0
2026-09-09 16:00:00+00:00,0.368,0.0
2026-09-09 16:15:00+00:00,0.368,0.0
2026-09-09 16:30:00+00:00,0.367,0.0
2026-09-09 16:45:00+00:00,0.367,0.0
2026-09-09 17:00:00+00:00,0.365,0.0
2026-09-09 17:15:00+00:00,0.365,0.0
2026-09-09 17:30:00+00:00,0.365,0.0
2026-09-09 17:45:00+00:00,0.364,0.0
2026-09-09 18:00:00+00:00,0.364,0.0
2026-09-09 18:15:00+00:00,0.362,0.0
2026-09-09 18:30:00+00:00,0.361,0.0
2026-09-09 18:45:00+00:00,0.36,0.0
2026-09-09 19:00:00+00:00,0.36,0.0
2026-09-09 19:15:00+00:00,0.36,0.0
2026-09-09 19:30:00+00:00,0.358,0.0
2026-09-09 19:45:00+00:00,0.358,0.0
2026-09-09 20:00:00+00:00,0.358,0.0
2026-09-09 20:15:00+00:00,0.356,0.0
2026-09-09 20:30:00+00:00,0.356,0.0
2026-09-09 20:45:00+00:00,0.354,0.0
2026-09-09 21:00:00+00:00,0.354,0.0
2026-09-09 21:15:00+00:00,0.354,0.0
2026-09-09 21:30:00+00:00,0.354,0.0
2026-09-09 21:45:00+00:00,0.352,0.0
2026-09-09 22:00:00+00:00,0.352,0.0
2026-09-09 22:15:00+00:00,0.351,0.0
2026-09-09 22:30:00+00:00,0.351,0.0
2026-09-09 22:45:00+00:00,0.35,0.0
2026-09-09 23:00:00+00:00,0.349,0.0
2026-09-09 23:15:00+00:00,0.349,0.0
2026-09-09 23:30:00+00:00,0.347,0.0
2026-09-09 23:45:00+00:00,0.348,0.0
2026-09-10 00:00:00+00:00,0.347,0.0
2026-09-10 00:15:00+00:00,0.347,0.0
2026-09-10 00:30:00+00:00,0.346,0.0
2026-09-10 00:45:00+00:00,0.345,0.0
2026-09-10 01:00:00+00:00,0.344,0.0
2026-09-10 01:15:00+00:00,0.344,0.0
2026-09-10 01:30:00+00:00,0.344,0.0
2026-09-10 01:45:00+00:00,0.343,0.0
2026-09-10 02:00:00+00:00,0.343,0.0
2026-09-10 02:15:00+00:00,0.343,0.0
2026-09-10 02:30:00+00:00,0.342,0.0
2026-09-10 02:45:00+00:00,0.342,0.0
2026-09-10 03:00:00+00:00,0.342,0.0
2026-09-10 03:15:00+00:00,0.341,0.0
2026-09-10 03:30:00+00:00,0.34,0.0
2026-09-10 03:45:00+00:00,0.339,0.0
2026-09-10 04:00:00+00:00,0.339,0.0
2026-09-10 04:15:00+00:00,0.338,0.0
2026-09-10 04:30:00+00:00,0.337,0.0
2026-09-10 04:45:00+00:00,0.337,0.0
2026-09-10 05:00:00+00:00,0.338,0.0
2026-09-10 05:15:00+00:00,0.337,0.0
2026-09-10 05:30:00+00:00,0.336,0.0
2026-09-10 05:45:00+00:00,0.336,0.0
2026-09-10 06:00:00+00:00,0.335,0.0
2026-09-10 06:15:00+00:00,0.336,0.0
2026-09-10 06:30:00+00:00,0.335,0.0
2026-09-10 06:45:00+00:00,0.334,0.0
2026-09-10 07:00:00+00:00,0.333,0.0
2026-09-10 07:15:00+00:00,0.333,0.0
2026-09-10 07:30:00+00:00,0.332,0.0
2026-09-10 07:45:00+00:00,0.333,0.0
2026-09-10 08:00:00+00:00,0.332,0.0
2026-09-10 08:15:00+00:00,0.332,0.0
2026-09-10 08:30:00+00:00,0.332,0.0
2026-09-10 08:45:00+00:00,0.331,0.0
2026-09-10 09:00:00+00:00,0.331,0.0
2026-09-10 09:15:00+00:00,0.331,0.0
2026-09-10 09:30:00+00:00,0.331,0.0
2026-09-10 09:45:00+00:00,0.33,0.0
2026-09-10 10:00:00+00:00,0.329,0.0
2026-09-10 10:15:00+00:00,0.329,0.0
2026-09-10 10:30:00+00:00,0.329,0.0
2026-09-10 10:45:00+00:00,0.329,0.0
2026-09-10 11:00:00+00:00,0.328,0.0
2026-09-10 11:15:00+00:00,0.328,0.0
2026-09-10 11:30:00+00:00,0.328,0.0
2026-09-10 11:45:00+00:00,0.327,0.0
2026-09-10 12:00:00+00:00,0.327,0.0
2026-09-10 12:15:00+00:00,0.327,0.0
2026-09-10 12:30:00+00:00,0.327,0.0
2026-09-10 12:45:00+00:00,0.327,0.0
2026-09-10 13:00:00+00:00,0.325,0.0
2026-09-10 13:15:00+00:00,0.326,0.0
2026-09-10 13:30:00+00:00,0.325,0.0
2026-09-10 13:45:00+00:00,0.326,0.0
2026-09-10 14:00:00+00:00,0.326,0.2
2026-09-10 14:15:00+00:00,0.325,0.0
2026-09-10 14:30:00+00:00,0.324,0.2
2026-09-10 14:45:00+00:00,0.325,0.8
2026-09-10 15:00:00+00:00,0.324,0.0
2026-09-10 15:15:00+00:00,0.325,0.6
2026-09-10 15:30:00+00:00,0.324,0.0
2026-09-10 15:45:00+00:00,0.325,0.0
2026-09-10 16:00:00+00:00,0.325,0.2
2026-09-10 16:15:00+00:00,0.326,0.6
2026-09-10 16:30:00+00:00,0.327,1.0
2026-09-10 16:45:00+00:00,0.324,0.8
2026-09-10 17:00:00+00:00,0.325,0.4
2026-09-10 17:15:00+00:00,0.325,0.0
2026-09-10 17:30:00+00:00,0.324,0.0
2026-09-10 17:45:00+00:00,0.323,0.0
2026-09-10 18:00:00+00:00,0.324,0.0
2026-09-10 18:15:00+00:00,0.323,0.0
2026-09-10 18:30:00+00:00,0.324,0.0
2026-09-10 18:45:00+00:00,0.324,0.6
2026-09-10 19:00:00+00:00,0.323,0.4
2026-09-10 19:15:00+00:00,0.323,0.2
2026-09-10 19:30:00+00:00,0.324,0.0
2026-09-10 19:45:00+00:00,0.323,0.0
2026-09-10 20:00:00+00:00,0.323,0.0
2026-09-10 20:15:00+00:00,0.323,0.4
2026-09-10 20:30:00+00:00,0.322,1.0
2026-09-10 20:45:00+00:00,0.323,0.4
2026-09-10 21:00:00+00:00,0.322,0.2
2026-09-10 21:15:00+00:00,0.323,0.4
2026-09-10 21:30:00+00:00,0.325,0.4
2026-09-10 21:45:00+00:00,0.326,0.2
2026-09-10 22:00:00+00:00,0.327,0.4
2026-09-10 22:15:00+00:00,0.326,0.4
2026-09-10 22:30:00+00:00,0.327,0.0
2026-09-10 22:45:00+00:00,0.326,0.6
2026-09-10 23:00:00+00:00,0.328,0.0
2026-09-10 23:15:00+00:00,0.328,0.0
2026-09-10 23:30:00+00:00,0.327,0.0
2026-09-10 23:45:00+00:00,0.327,0.0
2026-09-11 00:00:00+00:00,0.328,0.0
2026-09-11 00:15:00+00:00,0.328,0.0
2026-09-11 00:30:00+00:00,0.327,0.0
2026-09-11 00:45:00+00:00,0.328,0.0
2026-09-11 01:00:00+00:00,0.328,0.0
2026-09-11 01:45:00+00:00,0.329,0.0
2026-09-11 02:00:00+00:00,0.329,0.0
2026-09-11 02:15:00+00:00,0.329,0.0
2026-09-11 02:30:00+00:00,0.33,0.0
2026-09-11 02:45:00+00:00,0.331,0.0
2026-09-11 03:00:00+00:00,0.331,0.0
2026-09-11 03:15:00+00:00,0.331,0.0
2026-09-11 03:30:00+00:00,0.332,0.0
2026-09-11 03:45:00+00:00,0.332,0.0
2026-09-11 04:00:00+00:00,0.332,0.0
2026-09-11 04:15:00+00:00,0.333,0.0
2026-09-11 04:30:00+00:00,0.333,0.0
2026-09-11 04:45:00+00:00,0.334,0.0
2026-09-11 05:00:00+00:00,0.334,0.0
2026-09-11 05:15:00+00:00,0.334,0.2
2026-09-11 05:30:00+00:00,0.335,0.0
2026-09-11 05:45:00+00:00,0.335,0.8
2026-09-11 06:00:00+00:00,0.334,0.0
2026-09-11 06:15:00+00:00,0.335,0.0
2026-09-11 06:30:00+00:00,0.335,0.0
2026-09-11 06:45:00+00:00,0.335,0.0
2026-09-11 07:00:00+00:00,0.336,0.0
2026-09-11 07:15:00+00:00,0.336,0.0
2026-09-11 07:30:00+00:00,0.336,0.0
2026-09-11 07:45:00+00:00,0.336,0.0
2026-09-11 08:00:00+00:00,0.336,0.0
2026-09-11 08:15:00+00:00,0.337,0.0
2026-09-11 08:30:00+00:00,0.337,0.0
2026-09-11 08:45:00+00:00,0.338,0.0
2026-09-11 09:00:00+00:00,0.338,0.2
2026-09-11 09:15:00+00:00,0.339,0.0
2026-09-11 09:30:00+00:00,0.34,0.0
2026-09-11 09:45:00+00:00,0.34,0.0
2026-09-11 10:00:00+00:00,0.341,0.0
2026-09-11 10:15:00+00:00,0.341,0.0
2026-09-11 10:30:00+00:00,0.342,0.0
2026-09-11 10:45:00+00:00,0.343,0.0
2026-09-11 11:00:00+00:00,0.343,0.0
2026-09-11 11:15:00+00:00,0.345,0.0
2026-09-11 11:30:00+00:00,0.346,0.0
2026-09-11 11:45:00+00:00,0.347,0.0
2026-09-11 12:00:00+00:00,0.349,0.0
2026-09-11 12:15:00+00:00,0.351,0.0
2026-09-11 12:30:00+00:00,0.352,0.0
2026-09-11 12:45:00+00:00,0.354,0.0
2026-09-11 13:00:00+00:00,0.354,0.0
2026-09-11 13:15:00+00:00,0.355,0.0
2026-09-11 13:30:00+00:00,0.356,0.0
2026-09-11 13:45:00+00:00,0.357,0.0
2026-09-11 14:00:00+00:00,0.356,0.0
2026-09-11 14:15:00+00:00,0.356,0.0
2026-09-11 14:30:00+00:00,0.357,0.0
2026-09-11 14:45:00+00:00,0.356,0.0
2026-09-11 15:00:00+00:00,0.356,0.0
2026-09-11 15:15:00+00:00,0.356,0.0
2026-09-11 15:30:00+00:00,0.356,0.0
2026-09-11 15:45:00+00:00,0.356,0.0
2026-09-11 16:00:00+00:00,0.356,0.0
2026-09-11 16:15:00+00:00,0.357,0.0
2026-09-11 16:30:00+00:00,0.356,0.0
2026-09-11 16:45:00+00:00,0.356,0.0
2026-09-11 17:00:00+00:00,0.357,0.0
2026-09-11 17:15:00+00:00,0.357,0.0
2026-09-11 17:30:00+00:00,0.358,0.0
2026-09-11 17:45:00+00:00,0.356,0.0
2026-09-11 18:00:00+00:00,0.358,0.0
2026-09-11 18:15:00+00:00,0.358,0.0
2026-09-11 18:30:00+00:00,0.357,0.0
2026-09-11 18:45:00+00:00,0.358,0.0
2026-09-11 19:00:00+00:00,0.357,0.0
2026-09-11 19:15:00+00:00,0.357,0.0
2026-09-11 19:30:00+00:00,0.357,0.0
2026-09-11 19:45:00+00:00,0.359,0.0
2026-09-11 20:00:00+00:00,0.357,0.0
2026-09-11 20:15:00+00:00,0.357,0.0
2026-09-11 20:30:00+00:00,0.356,0.0
2026-09-11 20:45:00+00:00,0.356,0.0
2026-09-11 21:00:00+00:00,0.357,0.0
2026-09-11 21:15:00+00:00,0.356,0.0
2026-09-11 21:30:00+00:00,0.355,0.0
2026-09-11 21:45:00+00:00,0.356,0.0
2026-09-11 22:00:00+00:00,0.356,0.0
2026-09-11 22:15:00+00:00,0.355,0.0
2026-09-11 22:30:00+00:00,0.354,0.0
2026-09-11 22:45:00+00:00,0.354,0.0
2026-09-11 23:00:00+00:00,0.354,0.0
2026-09-11 23:15:00+00:00,0.353,0.0
2026-09-11 23:30:00+00:00,0.352,0.0
2026-09-11 23:45:00+00:00,0.352,0.0
2026-09-12 00:00:00+00:00,0.351,0.0
2026-09-12 00:15:00+00:00,0.351,0.0
2026-09-12 00:30:00+00:00,0.351,0.0
2026-09-12 00:45:00+00:00,0.35,0.0
2026-09-12 01:00:00+00:00,0.351,0.0
2026-09-12 01:15:00+00:00,0.349,0.0
2026-09-12 01:30:00+00:00,0.349,0.0
2026-09-12 01:45:00+00:00,0.349,0.0
2026-09-12 02:00:00+00:00,0.348,0.0
2026-09-12 02:15:00+00:00,0.348,0.0
2026-09-12 02:30:00+00:00,0.348,0.0
2026-09-12 02:45:00+00:00,0.347,0.0
2026-09-12 03:00:00+00:00,0.346,0.0
2026-09-12 03:15:00+00:00,0.347,0.0
2026-09-12 03:30:00+00:00,0.346,0.0
2026-09-12 03:45:00+00:00,0.345,0.0
2026-09-12 04:00:00+00:00,0.344,0.0
2026-09-12 04:15:00+00:00,0.345,0.0
2026-09-12 04:30:00+00:00,0.344,0.0
2026-09-12 04:45:00+00:00,0.343,0.0
2026-09-12 05:00:00+00:00,0.342,0.0
2026-09-12 05:15:00+00:00,0.343,0.0
2026-09-12 05:30:00+00:00,0.342,0.0
2026-09-12 05:45:00+00:00,0.342,0.0
2026-09-12 06:00:00+00:00,0.341,0.0
2026-09-12 06:15:00+00:00,0.34,0.0
2026-09-12 06:30:00+00:00,0.341,0.0
2026-09-12 06:45:00+00:00,0.34,0.0
2026-09-12 07:00:00+00:00,0.339,0.0
2026-09-12 07:15:00+00:00,0.339,0.0
2026-09-12 07:30:00+00:00,0.339,0.0
2026-09-12 07:45:00+00:00,0.339,0.0
2026-09-12 08:00:00+00:00,0.337,0.0
2026-09-12 08:15:00+00:00,0.338,0.0
2026-09-12 08:30:00+00:00,0.337,0.0
2026-09-12 08:45:00+00:00,0.336,0.0
2026-09-12 09:00:00+00:00,0.336,0.0
2026-09-12 09:15:00+00:00,0.336,0.0
2026-09-12 09:30:00+00:00,0.335,0.0
2026-09-12 09:45:00+00:00,0.335,0.0
2026-09-12 10:00:00+00:00,0.334,0.0
2026-09-12 10:15:00+00:00,0.333,0.0
2026-09-12 10:30:00+00:00,0.333,0.0
2026-09-12 10:45:00+00:00,0.334,0.0
2026-09-12 11:00:00+00:00,0.333,0.0
2026-09-12 11:15:00+00:00,0.332,0.0
2026-09-12 11:30:00+00:00,0.333,0.0
2026-09-12 11:45:00+00:00,0.333,0.0
2026-09-12 12:00:00+00:00,0.331,0.0
2026-09-12 12:15:00+00:00,0.331,0.0
2026-09-12 12:30:00+00:00,0.332,0.0
2026-09-12 12:45:00+00:00,0.331,0.0
2026-09-12 13:00:00+00:00,0.331,0.0
2026-09-12 13:15:00+00:00,0.33,0.0
2026-09-12 13:30:00+00:00,0.33,0.0
2026-09-12 13:45:00+00:00,0.33,0.0
2026-09-12 14:00:00+00:00,0.329,0.0
2026-09-12 14:15:00+00:00,0.328,0.0
2026-09-12 14:30:00+00:00,0.329,0.0
2026-09-12 14:45:00+00:00,0.328,0.0
2026-09-12 15:00:00+00:00,0.329,0.0
2026-09-12 15:15:00+00:00,0.328,0.0
2026-09-12 15:30:00+00:00,0.328,0.0
2026-09-12 15:45:00+00:00,0.328,0.0
2026-09-12 16:00:00+00:00,0.327,0.0
2026-09-12 16:15:00+00:00,0.328,0.0
2026-09-12 16:30:00+00:00,0.327,0.0
2026-09-12 16:45:00+00:00,0.328,0.0
2026-09-12 17:00:00+00:00,0.327,0.0
2026-09-12 17:15:00+00:00,0.328,0.0
2026-09-12 17:30:00+00:00,0.326,0.0
2026-09-12 17:45:00+00:00,0.326,0.0
2026-09-12 18:00:00+00:00,0.325,0.0
2026-09-12 18:15:00+00:00,0.326,0.0
2026-09-12 18:30:00+00:00,0.326,0.0
2026-09-12 18:45:00+00:00,0.325,0.0
2026-09-12 19:00:00+00:00,0.325,0.0
2026-09-12 19:15:00+00:00,0.324,0.0
2026-09-12 19:30:00+00:00,0.324,0.0
2026-09-12 19:45:00+00:00,0.324,0.0
2026-09-12 20:00:00+00:00,0.325,0.0
2026-09-12 20:15:00+00:00,0.324,0.0
2026-09-12 20:30:00+00:00,0.323,0.0
2026-09-12 20:45:00+00:00,0.324,0.0
2026-09-12 21:00:00+00:00,0.322,0.0
2026-09-12 21:15:00+00:00,0.322,0.0
2026-09-12 21:30:00+00:00,0.322,0.0
2026-09-12 21:45:00+00:00,0.321,0.0
2026-09-12 22:00:00+00:00,0.321,0.0
2026-09-12 22:15:00+00:00,0.321,0.0
2026-09-12 22:30:00+00:00,0.32,0.0
2026-09-12 22:45:00+00:00,0.32,0.0
2026-09-12 23:00:00+00:00,0.32,0.0
2026-09-12 23:15:00+00:00,0.32,0.0
2026-09-12 23:30:00+00:00,0.32,0.0
2026-09-12 23:45:00+00:00,0.321,0.2
2026-09-13 00:00:00+00:00,0.319,0.0
2026-09-13 00:15:00+00:00,0.319,0.0
2026-09-13 00:30:00+00:00,0.319,0.0
2026-09-13 00:45:00+00:00,0.319,0.0
2026-09-13 01:00:00+00:00,0.319,0.0
2026-09-13 01:15:00+00:00,0.319,0.0
2026-09-13 01:30:00+00:00,0.317,0.0
2026-09-13 01:45:00+00:00,0.318,0.0
2026-09-13 02:00:00+00:00,0.318,0.0
2026-09-13 02:15:00+00:00,0.317,0.0
2026-09-13 02:30:00+00:00,0.317,0.0
2026-09-13 02:45:00+00:00,0.316,0.0
2026-09-13 03:00:00+00:00,0.317,0.0
2026-09-13 03:45:00+00:00,0.316,0.2
2026-09-13 04:00:00+00:00,0.317,0.2
2026-09-13 04:15:00+00:00,0.316,0.2
2026-09-13 04:30:00+00:00,0.316,0.2
2026-09-13 04:45:00+00:00,0.316,0.0
2026-09-13 05:00:00+00:00,0.316,0.0
2026-09-13 05:15:00+00:00,0.316,0.0
2026-09-13 05:30:00+00:00,0.315,0.0
2026-09-13 05:45:00+00:00,0.316,0.0
2026-09-13 06:00:00+00:00,0.315,0.0
2026-09-13 06:15:00+00:00,0.315,0.0
2026-09-13 06:30:00+00:00,0.315,0.2
2026-09-13 06:45:00+00:00,0.315,0.2
2026-09-13 07:00:00+00:00,0.315,0.0
2026-09-13 07:15:00+00:00,0.314,0.2
2026-09-13 07:30:00+00:00,0.315,0.0
2026-09-13 07:45:00+00:00,0.314,0.0
2026-09-13 08:00:00+00:00,0.315,0.0
2026-09-13 08:15:00+00:00,0.314,0.0
2026-09-13 08:30:00+00:00,0.314,0.0
2026-09-13 08:45:00+00:00,0.314,0.2
2026-09-13 09:00:00+00:00,0.314,0.0
2026-09-13 09:15:00+00:00,0.313,0.0
2026-09-13 09:30:00+00:00,0.314,0.0
2026-09-13 09:45:00+00:00,0.314,0.0
2026-09-13 10:00:00+00:00,0.313,0.0
2026-09-13 10:15:00+00:00,0.312,0.0
2026-09-13 10:30:00+00:00,0.312,0.0
2026-09-13 10:45:00+00:00,0.313,0.0
2026-09-13 11:00:00+00:00,0.312,0.0
2026-09-13 11:15:00+00:00,0.313,0.0
2026-09-13 11:30:00+00:00,0.312,0.0
2026-09-13 11:45:00+00:00,0.313,0.0
2026-09-13 12:00:00+00:00,0.311,0.0
2026-09-13 12:15:00+00:00,0.312,0.2
2026-09-13 12:30:00+00:00,0.312,0.0
2026-09-13 12:45:00+00:00,0.311,0.0
2026-09-13 13:00:00+00:00,0.311,0.0
2026-09-13 13:15:00+00:00,0.311,0.0
2026-09-13 13:30:00+00:00,0.312,0.0
2026-09-13 13:45:00+00:00,0.311,0.0
2026-09-13 14:00:00+00:00,0.311,0.2
2026-09-13 14:15:00+00:00,0.311,0.0
2026-09-13 14:30:00+00:00,0.31,0.2
2026-09-13 14:45:00+00:00,0.31,0.0
2026-09-13 15:00:00+00:00,0.312,0.0
2026-09-13 15:15:00+00:00,0.31,0.0
2026-09-13 15:30:00+00:00,0.311,0.0
2026-09-13 15:45:00+00:00,0.311,0.0
2026-09-13 16:00:00+00:00,0.31,0.0
2026-09-13 16:15:00+00:00,0.311,0.0
2026-09-13 16:30:00+00:00,0.31,0.2
2026-09-13 16:45:00+00:00,0.311,0.2
2026-09-13 17:00:00+00:00,0.311,0.0
2026-09-13 17:15:00+00:00,0.311,0.0
2026-09-13 17:30:00+00:00,0.311,0.2
2026-09-13 17:45:00+00:00,0.311,0.2
2026-09-13 18:00:00+00:00,0.311,0.0
2026-09-13 18:15:00+00:00,0.309,0.2
2026-09-13 18:30:00+00:00,0.311,0.0
2026-09-13 18:45:00+00:00,0.31,0.0
2026-09-13 19:00:00+00:00,0.31,0.0
2026-09-13 19:15:00+00:00,0.31,0.0
2026-09-13 19:30:00+00:00,0.31,0.0
2026-09-13 19:45:00+00:00,0.31,0.0
2026-09-13 20:00:00+00:00,0.31,0.0
2026-09-13 20:15:00+00:00,0.31,0.0
2026-09-13 20:30:00+00:00,0.309,0.0
